track_id,title,genre_top,mp3_path
2,Food,Hip-Hop,../data/raw/fma_small/000/000002.mp3
5,This World,Hip-Hop,../data/raw/fma_small/000/000005.mp3
10,Freeway,Pop,../data/raw/fma_small/000/000010.mp3
140,Queen Of The Wires,Folk,../data/raw/fma_small/000/000140.mp3
141,Ohio,Folk,../data/raw/fma_small/000/000141.mp3
148,Blackout 2,Experimental,../data/raw/fma_small/000/000148.mp3
182,Jules Lost His Jewels,Rock,../data/raw/fma_small/000/000182.mp3
190,Castle Of Stars,Folk,../data/raw/fma_small/000/000190.mp3
193,Here With You,Folk,../data/raw/fma_small/000/000193.mp3
194,All I want to Do,Folk,../data/raw/fma_small/000/000194.mp3
197,Piano 2,Folk,../data/raw/fma_small/000/000197.mp3
200,Baby Come Home,Folk,../data/raw/fma_small/000/000200.mp3
203,Song For R,Folk,../data/raw/fma_small/000/000203.mp3
204,My Dream,Folk,../data/raw/fma_small/000/000204.mp3
207,Piano 3,Folk,../data/raw/fma_small/000/000207.mp3
210,In the French Court,Folk,../data/raw/fma_small/000/000210.mp3
211,In America,Folk,../data/raw/fma_small/000/000211.mp3
212,When I Arive,Folk,../data/raw/fma_small/000/000212.mp3
213,Boute,Pop,../data/raw/fma_small/000/000213.mp3
255,We Want to be Old,Rock,../data/raw/fma_small/000/000255.mp3
256,Toggle,Rock,../data/raw/fma_small/000/000256.mp3
368,Vampires,Rock,../data/raw/fma_small/000/000368.mp3
424,The Ambient Honky,Experimental,../data/raw/fma_small/000/000424.mp3
459,Machines and Muscles,Rock,../data/raw/fma_small/000/000459.mp3
534,I Can See You,Folk,../data/raw/fma_small/000/000534.mp3
540,The Black Pirate,Folk,../data/raw/fma_small/000/000540.mp3
546,If You Have No One,Folk,../data/raw/fma_small/000/000546.mp3
574,Caliente Queen,Rock,../data/raw/fma_small/000/000574.mp3
602,Disappearing,Folk,../data/raw/fma_small/000/000602.mp3
615,"Immaterial, side A",Experimental,../data/raw/fma_small/000/000615.mp3
620,Arabesque,Folk,../data/raw/fma_small/000/000620.mp3
621,Blue Eyed Baby,Folk,../data/raw/fma_small/000/000621.mp3
625,Climbing To The Top,Folk,../data/raw/fma_small/000/000625.mp3
666,Heat,International,../data/raw/fma_small/000/000666.mp3
667,Sharpen The Knife,International,../data/raw/fma_small/000/000667.mp3
676,The Tension,Hip-Hop,../data/raw/fma_small/000/000676.mp3
690,Cataclysm,Rock,../data/raw/fma_small/000/000690.mp3
694,Planet Say (featuring Faust),Hip-Hop,../data/raw/fma_small/000/000694.mp3
695,Elephants,Hip-Hop,../data/raw/fma_small/000/000695.mp3
704,Mano De Dios,International,../data/raw/fma_small/000/000704.mp3
705,Tio Cocodrilo,International,../data/raw/fma_small/000/000705.mp3
706,Esto Es Califas,International,../data/raw/fma_small/000/000706.mp3
707,Cochabamba,International,../data/raw/fma_small/000/000707.mp3
708,Desconocido,International,../data/raw/fma_small/000/000708.mp3
709,Cumbia De Obama,International,../data/raw/fma_small/000/000709.mp3
714,Circle Moon,Folk,../data/raw/fma_small/000/000714.mp3
715,Kokopelli,Folk,../data/raw/fma_small/000/000715.mp3
716,Saxalainen,Folk,../data/raw/fma_small/000/000716.mp3
718,Song Of The Spindle Berry,Folk,../data/raw/fma_small/000/000718.mp3
777,Relaxing,Rock,../data/raw/fma_small/000/000777.mp3
814,Motion Passings,Folk,../data/raw/fma_small/000/000814.mp3
821,Sir,Pop,../data/raw/fma_small/000/000821.mp3
822,Tom & Jerry,Pop,../data/raw/fma_small/000/000822.mp3
825,Death March,Rock,../data/raw/fma_small/000/000825.mp3
853,Welsinsni Melodyi,International,../data/raw/fma_small/000/000853.mp3
890,Softly Tomorrow,Folk,../data/raw/fma_small/000/000890.mp3
892,Phantom Sky,Folk,../data/raw/fma_small/000/000892.mp3
897,02,Experimental,../data/raw/fma_small/000/000897.mp3
993,Or So I've Been Told,Rock,../data/raw/fma_small/000/000993.mp3
995,No Good Deed Goes Unpunished,Experimental,../data/raw/fma_small/000/000995.mp3
997,Nothing's Ever Ending,Experimental,../data/raw/fma_small/000/000997.mp3
998,Apparently,Experimental,../data/raw/fma_small/000/000998.mp3
1039,13 Monsters,Rock,../data/raw/fma_small/001/001039.mp3
1040,Dracula Mountain,Rock,../data/raw/fma_small/001/001040.mp3
1066,Helicopter de Cristal,Experimental,../data/raw/fma_small/001/001066.mp3
1069,Un Lagrima en la Discoteca,Experimental,../data/raw/fma_small/001/001069.mp3
1073,Onda Tocadisco,Experimental,../data/raw/fma_small/001/001073.mp3
1075,Painful Corazon,Experimental,../data/raw/fma_small/001/001075.mp3
1082,Nam Nhi-tu,International,../data/raw/fma_small/001/001082.mp3
1083,Feasting on Energy,Experimental,../data/raw/fma_small/001/001083.mp3
1087,Tell The Police The Truth,Rock,../data/raw/fma_small/001/001087.mp3
1102,Rare Vodka from the Fourteenth Century,Rock,../data/raw/fma_small/001/001102.mp3
1193,Wooly Mammoth's Absence,Folk,../data/raw/fma_small/001/001193.mp3
1195,With My Hands Out,Folk,../data/raw/fma_small/001/001195.mp3
1196,2 Blonde Braids,Folk,../data/raw/fma_small/001/001196.mp3
1197,My Burning,Folk,../data/raw/fma_small/001/001197.mp3
1249,"""Cleanse Bath"" 10"" Metal Laquer",Experimental,../data/raw/fma_small/001/001249.mp3
1259,Rolling In The Green,Experimental,../data/raw/fma_small/001/001259.mp3
1270,Cocksuckerbastardmotherfucker,Rock,../data/raw/fma_small/001/001270.mp3
1276,Richard Nixon Died Today,Experimental,../data/raw/fma_small/001/001276.mp3
1277,No Business,Experimental,../data/raw/fma_small/001/001277.mp3
1278,Downloading,Experimental,../data/raw/fma_small/001/001278.mp3
1417,Guns of Thunder,Rock,../data/raw/fma_small/001/001417.mp3
1427,I Feel Evils,Rock,../data/raw/fma_small/001/001427.mp3
1443,Time Fist,Experimental,../data/raw/fma_small/001/001443.mp3
1482,Reindeer Dance,Electronic,../data/raw/fma_small/001/001482.mp3
1510,Zombie,Experimental,../data/raw/fma_small/001/001510.mp3
1544,Song of The Stations,Folk,../data/raw/fma_small/001/001544.mp3
1642,Hrz,Pop,../data/raw/fma_small/001/001642.mp3
1644,Outskirts,Pop,../data/raw/fma_small/001/001644.mp3
1649,Inis Meain,Pop,../data/raw/fma_small/001/001649.mp3
1661,Only Fools and Horses Theme,Pop,../data/raw/fma_small/001/001661.mp3
1663,So High,Pop,../data/raw/fma_small/001/001663.mp3
1666,She Fell Through the Trees,Pop,../data/raw/fma_small/001/001666.mp3
1673,Track 07,Experimental,../data/raw/fma_small/001/001673.mp3
1680,Bashraf Salama,International,../data/raw/fma_small/001/001680.mp3
1681,Daka Kozi Manowe,International,../data/raw/fma_small/001/001681.mp3
1682,Nie Zama Nie Sema,International,../data/raw/fma_small/001/001682.mp3
1683,Mapenzi Matamu,International,../data/raw/fma_small/001/001683.mp3
1684,Mahaba Wa Taka Nini,International,../data/raw/fma_small/001/001684.mp3
1685,Eni Wana Damu,International,../data/raw/fma_small/001/001685.mp3
1686,Rufiji,International,../data/raw/fma_small/001/001686.mp3
1687,"Lala, Mpenzi Lala",International,../data/raw/fma_small/001/001687.mp3
1688,Sishituki,International,../data/raw/fma_small/001/001688.mp3
1689,Unalo,International,../data/raw/fma_small/001/001689.mp3
1701,Clouds,Folk,../data/raw/fma_small/001/001701.mp3
1702,Java Pop,Folk,../data/raw/fma_small/001/001702.mp3
1703,Equus Haar,Folk,../data/raw/fma_small/001/001703.mp3
1704,Morning Song,Folk,../data/raw/fma_small/001/001704.mp3
1706,In the Pineys,Rock,../data/raw/fma_small/001/001706.mp3
1720,Harken Sunshine,Rock,../data/raw/fma_small/001/001720.mp3
1732,Black Jerusalem,Experimental,../data/raw/fma_small/001/001732.mp3
1733,Keinsein,Experimental,../data/raw/fma_small/001/001733.mp3
1735,Ghost Science,Experimental,../data/raw/fma_small/001/001735.mp3
1736,Soft Beast,Experimental,../data/raw/fma_small/001/001736.mp3
1883,I Do What I Do,Rock,../data/raw/fma_small/001/001883.mp3
1891,Kids In Cars,Rock,../data/raw/fma_small/001/001891.mp3
1893,Memories,Folk,../data/raw/fma_small/001/001893.mp3
1924,Calling For You,Folk,../data/raw/fma_small/001/001924.mp3
1925,Happy At The Wheel,Folk,../data/raw/fma_small/001/001925.mp3
1929,Buzz Chant,Experimental,../data/raw/fma_small/001/001929.mp3
1930,So Thereby...and furthermore...thus henceforth...Mono,Rock,../data/raw/fma_small/001/001930.mp3
2012,The White Mice,Experimental,../data/raw/fma_small/002/002012.mp3
2096,title unknown,Experimental,../data/raw/fma_small/002/002096.mp3
2097,My Sweet Miasma,Folk,../data/raw/fma_small/002/002097.mp3
2099,....like bacon sundays,Pop,../data/raw/fma_small/002/002099.mp3
3263,A Date,Folk,../data/raw/fma_small/003/003263.mp3
3264,Tee Te Te,Folk,../data/raw/fma_small/003/003264.mp3
3265,Lavender,Folk,../data/raw/fma_small/003/003265.mp3
3266,Land,Folk,../data/raw/fma_small/003/003266.mp3
3270,Song for Obol,Folk,../data/raw/fma_small/003/003270.mp3
3271,Beirut,Folk,../data/raw/fma_small/003/003271.mp3
3272,Seadrift,Folk,../data/raw/fma_small/003/003272.mp3
3273,Redbird,Folk,../data/raw/fma_small/003/003273.mp3
3274,Forewarned,Folk,../data/raw/fma_small/003/003274.mp3
3492,On The Wings,Rock,../data/raw/fma_small/003/003492.mp3
3532,Heaven Is Human,Pop,../data/raw/fma_small/003/003532.mp3
3533,New Spell,Pop,../data/raw/fma_small/003/003533.mp3
3534,Cosmic Sing-a-long,Pop,../data/raw/fma_small/003/003534.mp3
3535,No Coins,Pop,../data/raw/fma_small/003/003535.mp3
3537,We'll Never Dream Again,Pop,../data/raw/fma_small/003/003537.mp3
3538,Say You Will,Pop,../data/raw/fma_small/003/003538.mp3
3573,Piggled,Electronic,../data/raw/fma_small/003/003573.mp3
3598,Little Eyes,Folk,../data/raw/fma_small/003/003598.mp3
3624,Days of Summer,Rock,../data/raw/fma_small/003/003624.mp3
3707,Stable the Spuds,Folk,../data/raw/fma_small/003/003707.mp3
3708,Thicker Than A Smokey,Folk,../data/raw/fma_small/003/003708.mp3
3720,Walking on the Water,Rock,../data/raw/fma_small/003/003720.mp3
3721,Pow Wow,Rock,../data/raw/fma_small/003/003721.mp3
3722,Swans,Rock,../data/raw/fma_small/003/003722.mp3
3724,Temporary Famine Ship,Rock,../data/raw/fma_small/003/003724.mp3
3725,West Alabama,Rock,../data/raw/fma_small/003/003725.mp3
3761,Improv,Rock,../data/raw/fma_small/003/003761.mp3
3762,Snowy Parts of Scandinavia,Rock,../data/raw/fma_small/003/003762.mp3
3763,Shelley Winters Overdrive,Rock,../data/raw/fma_small/003/003763.mp3
3765,Waves of Second Guessing,Rock,../data/raw/fma_small/003/003765.mp3
3766,Rhode Island Freakout,Rock,../data/raw/fma_small/003/003766.mp3
3775,Cumbia Infierno,International,../data/raw/fma_small/003/003775.mp3
3776,La Canco de Lladre,International,../data/raw/fma_small/003/003776.mp3
3777,Volant,International,../data/raw/fma_small/003/003777.mp3
3778,Calor Calor,International,../data/raw/fma_small/003/003778.mp3
3779,Rock Rumba,International,../data/raw/fma_small/003/003779.mp3
3832,Bedoin Song,Folk,../data/raw/fma_small/003/003832.mp3
3833,Track 01,Rock,../data/raw/fma_small/003/003833.mp3
3840,Track 08,Rock,../data/raw/fma_small/003/003840.mp3
3880,Crawling,Folk,../data/raw/fma_small/003/003880.mp3
3895,Invitita and de Cingheri from Transylvania,International,../data/raw/fma_small/003/003895.mp3
3896,Gypsy Csardas and Men's Dances from Kalotaszeg,International,../data/raw/fma_small/003/003896.mp3
3904,Sometimes,Folk,../data/raw/fma_small/003/003904.mp3
3905,Twisted Road,Folk,../data/raw/fma_small/003/003905.mp3
3906,Sometimes,Folk,../data/raw/fma_small/003/003906.mp3
3908,Caddo Lake,Folk,../data/raw/fma_small/003/003908.mp3
3909,Dewbury Road / That Time of Night,Folk,../data/raw/fma_small/003/003909.mp3
3910,Kodak Ghosts,Folk,../data/raw/fma_small/003/003910.mp3
3911,Dust Devils,Folk,../data/raw/fma_small/003/003911.mp3
3912,Fahey's Flag,Folk,../data/raw/fma_small/003/003912.mp3
3913,Memhpis in Winter,Folk,../data/raw/fma_small/003/003913.mp3
3920,Fragrant Rota,Folk,../data/raw/fma_small/003/003920.mp3
3921,Hiawatha's Lullaby,Folk,../data/raw/fma_small/003/003921.mp3
3950,Click Click Bang Bang,Rock,../data/raw/fma_small/003/003950.mp3
4013,Ravens,Folk,../data/raw/fma_small/004/004013.mp3
4017,New Roots,Folk,../data/raw/fma_small/004/004017.mp3
4022,Can't Tell No One,Rock,../data/raw/fma_small/004/004022.mp3
4037,Oh! Mighty Engine,Folk,../data/raw/fma_small/004/004037.mp3
4066,Soleade,Folk,../data/raw/fma_small/004/004066.mp3
4067,Por Rosa,Folk,../data/raw/fma_small/004/004067.mp3
4068,Alegrias Variation,Folk,../data/raw/fma_small/004/004068.mp3
4069,Tune on Karen Dalton's Guitar,Folk,../data/raw/fma_small/004/004069.mp3
4070,Nuevos Ojos,International,../data/raw/fma_small/004/004070.mp3
4071,Mentirosas,International,../data/raw/fma_small/004/004071.mp3
4072,Tatuaje,International,../data/raw/fma_small/004/004072.mp3
4073,Policia,International,../data/raw/fma_small/004/004073.mp3
4074,Vieja,International,../data/raw/fma_small/004/004074.mp3
4075,Un Momento,International,../data/raw/fma_small/004/004075.mp3
4076,No te Olvidare,International,../data/raw/fma_small/004/004076.mp3
4077,Algo Pa que te Olvides,International,../data/raw/fma_small/004/004077.mp3
4078,No Suspires,International,../data/raw/fma_small/004/004078.mp3
4079,Extranjero,International,../data/raw/fma_small/004/004079.mp3
4080,Cazador,International,../data/raw/fma_small/004/004080.mp3
4091,1864,International,../data/raw/fma_small/004/004091.mp3
4092,Nina Olga Vodka,International,../data/raw/fma_small/004/004092.mp3
4093,Amsterdam,International,../data/raw/fma_small/004/004093.mp3
4094,Vida Propia,International,../data/raw/fma_small/004/004094.mp3
4095,Funeral Brahms,International,../data/raw/fma_small/004/004095.mp3
4096,La Fin Du Monde,International,../data/raw/fma_small/004/004096.mp3
4097,Clammy Hands,International,../data/raw/fma_small/004/004097.mp3
4098,Russo Trap,International,../data/raw/fma_small/004/004098.mp3
4099,Stalin's Head,International,../data/raw/fma_small/004/004099.mp3
4100,Gitanas Mojadas,International,../data/raw/fma_small/004/004100.mp3
4101,Karjalainen Tanssi,International,../data/raw/fma_small/004/004101.mp3
4102,Herasinkuoleena,International,../data/raw/fma_small/004/004102.mp3
4103,Circo Del Siglo,International,../data/raw/fma_small/004/004103.mp3
4108,New Wave Hippies,Rock,../data/raw/fma_small/004/004108.mp3
4232,Bowmazan Ya Mahaba  Bi Kidude song ,International,../data/raw/fma_small/004/004232.mp3
4233,Interview,International,../data/raw/fma_small/004/004233.mp3
4234,Mapenzi Matamu,International,../data/raw/fma_small/004/004234.mp3
4235,Kanilemaza  Ikhwani Safaa,International,../data/raw/fma_small/004/004235.mp3
4236,Enyi Wana Damu  Sharmila and Black Star Orchestra,International,../data/raw/fma_small/004/004236.mp3
4239,Shishituki,International,../data/raw/fma_small/004/004239.mp3
4450,Adventures of Castle One,Folk,../data/raw/fma_small/004/004450.mp3
4507,Mon Amant de St. Jean,International,../data/raw/fma_small/004/004507.mp3
4508,Five Foot Two,International,../data/raw/fma_small/004/004508.mp3
4509,Haricots,International,../data/raw/fma_small/004/004509.mp3
4510,no title,International,../data/raw/fma_small/004/004510.mp3
4511,Petit 'n Mwen,International,../data/raw/fma_small/004/004511.mp3
4519,Golden,Electronic,../data/raw/fma_small/004/004519.mp3
4520,From Stardust to Sentience,Electronic,../data/raw/fma_small/004/004520.mp3
4521,Namer,Electronic,../data/raw/fma_small/004/004521.mp3
4522,Oceanus,Electronic,../data/raw/fma_small/004/004522.mp3
4682,Asylum (Permanent Underclass),Hip-Hop,../data/raw/fma_small/004/004682.mp3
4684,Eyes to Form Shadows,Hip-Hop,../data/raw/fma_small/004/004684.mp3
4685,Ever Somber,Hip-Hop,../data/raw/fma_small/004/004685.mp3
4688,Culture for Dollars,Hip-Hop,../data/raw/fma_small/004/004688.mp3
4777,Firecracker,Rock,../data/raw/fma_small/004/004777.mp3
4778,Too Much Fun,Rock,../data/raw/fma_small/004/004778.mp3
4779,Secret Admirer,Rock,../data/raw/fma_small/004/004779.mp3
4780,Too Much Adrenaline,Rock,../data/raw/fma_small/004/004780.mp3
4781,No Big Deal,Rock,../data/raw/fma_small/004/004781.mp3
4782,Thing With a Hook,Rock,../data/raw/fma_small/004/004782.mp3
